"UNITID","school_name","coach_comp_third_2018","support_comp_third_2018","coach_comp_2018","guarantees_2018","total_ops_2018","aid_2018","support_comp_2018","severance_2018","recruiting_2018","teamtravel_2018","equip_2018","game_expenses_2018","marketing_2018","camps_2018","spirit_2018","facilities_rentals_2018","overhead_2018","indirect_institutional_2018","medical_2018","memberships_2018","meals_2018","otherops_2018","bowl_expense_2018","prof_def_2018","bowl_coachcomp_2018","total_expendature","discounts_to_tuition","gifts","reseach_expendatures","graduation_rate"
176080,"Mississippi State University",2000,0,50.6069,5.5748,257.9142,28.0525,34.0853,0.9743,3.8878,19.0276,12.5767,12.7385,5.9008,1.0555,0.4123,29.094,26.1105,0,2.5845,0.3161,1.7662,18.0247,4.534,40.397,0.5853,556.2255,278.3236,104.8816,502.622,0.0504
176372,"University of Southern Mississippi",0,0,10.662,0.9478,62.763,13.2532,8.0024,0,1.6509,5.7309,1.5,2.8194,0.7401,0.3617,0,4.5743,1.6978,1.1527,1.11,0.867,0.1698,6.2408,1.0372,-4.531,0.2449,120.9949,98.0263,4.7717,136.3732,0.031
178396,"University of Missouri-Columbia",0,0,100.9396,14.1061,559.5979,59.145,113.5296,0,8.4984,38.22,13.1812,18.0318,5.1355,2.7002,3.4435,34.2012,89.2934,0,6.8505,0.7174,2.849,39.9145,7.2761,-9.2632,1.565,1109.9326,557.0428,252.9882,792.9175,0.09
181464,"University of Nebraska-Lincoln",0,0,50.794,8.4608,345.9809,30.6222,66.4353,32.9747,6.4937,18.0443,12.0401,13.7127,4.3476,0,0.3474,1.708,73.76,0,3.0133,0.4845,4.9622,17.7802,0,16.826,0,708.7879,229.4466,157.9002,579.0287,0.0516
182281,"University of Nevada-Las Vegas",35000,0,38.0796,6.4166,265.7813,43.7432,33.9936,3.4563,6.2361,14.3263,13.0419,6.3384,10.9392,0,2.1844,17.4457,27.1131,20.6036,4.3931,2.8249,1.9372,12.5221,0,2.9445,0,534.5072,380.2357,126.6248,251.8201,0.1371
182290,"University of Nevada-Reno",0,0,24.3234,4.9666,161.3136,35.2003,21.9954,1.1207,3.6784,12.2902,4.9442,4.504,5.6138,0,0.5118,8.2621,10.0184,10.6958,2.0262,1.9054,1.4943,7.7624,0,-27.6497,0,294.9775,214.225,91.5107,317.4065,0.0471
186380,"Rutgers University-New Brunswick",808315,0.415,65.0037,10.9242,383.0491,62.8647,72.2651,7.5399,7.0285,28.1658,19.1676,17.4854,4.9936,0,2.3511,22.9682,36.7441,0,5.1739,0.3814,9.6057,6.9513,0,-6.625,0,759.4731,679.9558,121.9408,2116.9415,0.0962
187985,"University of New Mexico-Main Campus",0,0,35.1682,3.3188,190.4193,37.011,29.0531,2.3424,3.6485,14.2794,2.42,8.1643,1.7177,0,1.0731,5.0644,7.4995,3.9494,2.5903,2.5508,2.1541,28.226,0.1883,0,0,380.8386,340.9141,151.9695,1117.2583,0.1012
188030,"New Mexico State University-Main Campus",0,0,23.4228,1.1515,136.8427,40.8713,16.5486,0,2.1394,13.6106,3.2075,6.1764,1.9193,0,0.5403,1.2782,7.2457,4.403,3.0109,1.3071,2.4013,5.9934,1.5089,3.339,0.1065,277.0244,194.013,48.4219,575.8242,0.1037
196088,"University at Buffalo",104505,0,32.1684,2.0152,189.7704,40.6305,37.3313,0.2695,2.7261,12.9388,3.1779,3.7548,2.852,1.0939,0.066,1.9334,11.1988,9.907,1.8625,1.5216,0,23.8363,0,0.3332,0,379.8741,325.8796,44.532,726.4808,0.1155
197869,"Appalachian State University",0,0,49.8302,3.9029,302.6723,53.6692,36.4642,0.0948,4.1332,18.9865,14.476,8.3527,0.9354,0.0747,0.4719,28.6062,9.6482,50.0667,2.7498,1.0342,2.8111,10.4206,4.7057,0.7136,1.2379,606.0581,240.335,105.6631,23.8759,0.2067
198464,"East Carolina University",0,0,37.3092,6.6854,212.3303,39.2707,38.0061,0.1795,3.6079,15.2592,8.4088,6.8748,0.5453,0,0.3145,20.9418,11.04,8.2875,2.5153,0.4776,1.936,10.6705,0,-2.4615,0,422.1991,212.8575,74.788,131.6908,0.1101
199120,"University of North Carolina at Chapel Hill",0,0,57.1986,3.5165,308.7043,50.0707,50.8719,0,5.6763,20.6902,11.0229,11.973,2.1979,0,1.2692,9.3313,29.6892,5.4661,8.4069,7.5079,3.9483,29.8674,0,6.4521,0,623.8607,356.774,519.7001,1917.5675,0.0757
199139,"University of North Carolina at Charlotte",0,0,37.6084,2.9891,242.5071,52.6928,30.7106,0.78,4.3619,18.8738,8.0816,10.2208,6.0467,0,1.0905,16.116,18.4733,18.3615,2.3835,2.6468,2.3096,8.7605,0,11.7992,0,496.8135,350.5052,79.1712,205.3767,0.1894
199193,"North Carolina State University at Raleigh",120750,0,74.463,7.7876,350.5934,53.1469,66.1542,4.7502,7.1991,26.3795,12.0542,14.9123,4.2304,0.1779,2.2426,10.0578,28.5406,0,5.793,11.5415,3.7815,9.9968,4.9644,4.9305,1.9318,706.1174,409.0437,309.4884,1344.568,0.1637
200800,"University of Akron Main Campus",0,0,11.9184,1.5736,70.2758,14.0592,9.5717,0,1.2355,4.7189,2.6804,1.8,1.4877,0.3939,0.1346,10.0126,3.851,0,0.9257,0.5567,0,4.3772,0.6288,-0.5486,0.3498,140.003,86.6848,45.0202,58.4647,0.0205
201441,"Bowling Green State University-Main Campus",0,0,24.7494,3.0696,103.6372,29.6416,16.9174,0,2.2358,9.3477,4.8577,1.9997,0.7892,0.4317,0,0.4362,0,0,1.6079,1.0832,0.6693,5.8008,0,1.1933,0,208.4677,270.0747,0,41.1427,0.1622
201885,"University of Cincinnati-Main Campus",0,0,57.1158,6.5817,297.452,45.5224,38.0326,1.4129,3.9361,20.0065,3.5487,10.193,18.8331,0,1.0478,48.2776,10.6898,3.9954,2.2241,0.5067,2.3443,23.1836,0,-13.6718,0,581.2323,452.125,318.8967,896.7813,0.0953
203517,"Kent State University at Kent",0,0,31.2298,2.7567,144.0878,30.6634,23.9207,0,2.7993,14.2172,8.573,3.1329,5.2735,2.16,0.6536,1.1767,3.2656,0,0.7915,1.4012,0.4449,11.6278,0,-5.7816,0,282.394,344.6302,39.3381,79.6657,0.0368
204024,"Miami University-Oxford",0,0,37.1992,1.7919,188.6754,61.4932,25.6838,0.6512,4.2199,11.0802,5.5901,5.1852,3.1422,4.8086,0.3796,12.3464,1.404,0.1408,2.9957,1.3871,2.7306,6.4457,0,-1.802,0,375.5489,455.5794,134.1705,78.1938,0.1069
204796,"Ohio State University-Main Campus",0,0,195.5298,20.6182,1024.1488,107.0606,177.6288,32.1463,14.1667,60.3161,24.98,28.726,6.7017,7.1658,2.3559,105.1224,129.9538,0,7.3779,1.6759,18.8071,56.1108,21.0138,8.7785,6.6912,2057.0761,946.9831,839.0734,1800.102,0.113
204857,"Ohio University-Main Campus",0,0,21.5193,3.2523,134.1882,31.436,12.3573,0,2.3783,7.5627,2.8257,1.7746,3.7672,0.9669,0,8.8593,20.226,9.5561,2.4023,1.2285,0,2.3634,1.7125,-9.5744,0,258.8021,219.5139,0,204.0689,0.1082
206084,"University of Toledo",0,0,15.0885,1.7036,81.0715,20.085,9.4483,0,1.3392,4.684,4.4799,4.3021,1.4703,0.6817,0.1435,3.2822,1.2891,5.2746,1.0444,0.4998,1.0026,3.8065,1.3299,0,0.1164,162.1429,196.0494,11.1923,99.3861,0.0639
207388,"Oklahoma State University-Main Campus",0,0,51.8722,3.3039,254.15,21.4795,48.5578,0.6809,5.2361,18.4277,16.3122,8.6571,7.5105,0,1.1354,10.2461,18.9874,0,3.9599,0.8399,2.8808,27.7896,5.2188,0.8287,1.0541,509.1287,311.4573,106.6722,398.1201,0.0751
207500,"University of Oklahoma-Norman Campus",0,0,64.861,6.0532,383.375,37.8071,53.1104,1.1699,6.3846,19.6212,17.1369,31.2184,13.2071,0,0.8031,37.2704,54.703,0,4.5376,0.2528,5.8913,21.7532,6.5556,56.8781,1.0381,823.628,270.4338,286.6653,355.4708,0.0551
209542,"Oregon State University",0,0,51.9565,5.3625,286.2249,32.0858,43.9231,3.5066,4.6624,15.0148,13.587,9.798,6.0795,4.7804,0.8804,41.9269,16.1002,0,6.5619,11.563,4.0304,14.4053,0,-25.4834,0,546.9663,221.5486,182.4422,705.6314,0.0786
209551,"University of Oregon",153800,0.1099,76.488,8.4474,398.9984,44.164,67.3618,0,6.2572,17.6695,12.2764,12.4031,4.0311,1.6504,1.1992,63.572,55.2653,0,4.5219,0.3122,5.432,12.9406,3.9344,9.0935,0.4496,807.0903,253.0654,240.1634,278.9589,0.16
214777,"Pennsylvania State University-Main Campus",0,0,237.0072,27.9636,1258.3087,164.2872,215.0194,1.2011,21.964,64.5673,25.901,66.1626,15.6381,0,2.6439,164.0358,96.8105,0,16.2944,0.7387,11.7787,95.9892,25.5487,82.6132,4.7572,2599.2306,NA,NA,NA,0.1602
217882,"Clemson University",0,0,82.6952,6.3464,421.3122,59.0205,74.2063,0.6913,9.9418,21.5344,12.7551,17.2628,19.2811,3.9124,1.2541,30.7736,25.0609,0,2.0948,0.2425,7.9086,33.9282,7.6322,5.9763,4.7698,848.6008,378.1863,248.1281,691.9858,0.1351
218663,"University of South Carolina-Columbia",7187500,1.3817,43.4416,4.9141,382,46.506,69.0849,2.5783,6.0294,21.5691,10.7478,22.0126,6.6502,0.308,1.6314,38.3824,56.2343,0,4.8244,0.239,4.451,15.3222,4.6845,14.7873,0.6487,778.7872,685.5317,140.4486,420.1634,0.0648
218724,"Coastal Carolina University",0,0,51.9888,4.5504,292.2869,67.9041,34.1469,0,5.2098,23.0531,6.7576,11.2093,1.0447,0,1.8675,20.5908,17.4493,38.9936,0.6408,0.8702,2.1392,3.871,0,-0.4994,0,584.0743,273.5584,45.6769,11.676,0.1464
220862,"University of Memphis",0,0,55.6918,6.8862,234.2839,41.2546,25.9072,1.712,3.5216,16.3373,8.6919,16.966,3.7583,0,0.5557,2.657,9.7994,11.5896,4.3998,0.1183,4.2208,16.3496,2.2961,-0.2238,1.5709,468.3441,281.9898,113.9786,252.5415,0.1533
220978,"Middle Tennessee State University",0,0,14.6322,0.6958,82.1837,21.8457,10.283,0.0907,1.1839,6.5889,2.4996,1.7304,2.3143,0,0,2.9224,1.9003,4.7941,1.1221,0.106,0.5341,8.1976,0.5714,0,0.1713,164.3674,149.8399,10.9385,19.1484,0.0945
221759,"The University of Tennessee-Knoxville",0,0,38.6717,5.5244,265.6159,25.7253,45.6239,24.3752,5.7012,14.2362,7.7318,9.2092,12.7839,0.4811,1.4292,29.8797,24.3605,0,2.8536,0.1289,4.0839,12.8163,0,-11.4818,0,519.75,258.6186,19.378,520.0124,0.0223
225511,"University of Houston",0,0,30.846,2.6772,164.1022,22.668,25.7394,0,2.0063,9.9354,3.4677,6.0303,3.1657,0,0,21.9485,10.17,0,3.4362,0.0892,4.8285,15.0182,1.8436,-5.6452,0.232,322.5593,336.2737,235.4288,542.0333,0.0797
227216,"University of North Texas",0,0,21.8364,2.8523,121.1108,18.585,20.1885,1.9801,1.1855,8.0853,4.9347,6.138,2.667,1.3246,0,14.0985,9.9598,0,2.1037,1.2466,0.5895,0.55,2.1557,-1.9856,0.6297,240.236,320.5581,47.9264,85.4448,0.0833
228459,"Texas State University",0,0,27.6636,1.5726,204.3479,31.3132,26.3823,0.6042,3.1498,15.3161,2.8184,6.4842,5.7844,0,0.9109,22.5504,40.9961,2.4892,1.6804,0.7015,4.0351,9.8956,0,16.5845,0,425.2803,615.7478,55.8737,422.2438,0.1229
228723,"Texas A & M University-College Station",0,0,208.9565,25.3677,1057.6771,71.0332,134.6422,51.2414,19.374,63.2458,20.7164,26.9214,1.8453,25.3484,0.6793,158.4571,98.4501,0,5.4328,1.179,18.4127,115.5184,7.5703,297.4124,3.2849,2412.7665,1020.8929,985.7349,4865.8299,0.1727
228778,"The University of Texas at Austin",0,0,44.1811,3.658,350.2906,21.4629,71.3206,13.3066,5.4252,15.0553,5.6508,18.9559,18.1779,4.76,1.426,41.5819,61.6266,0,2.8498,0.757,4.6602,13.9371,1.2271,21.7889,0.2703,722.37,288.1449,272.2836,1013.2679,0.0315
228796,"The University of Texas at El Paso",113093,0.1298,16.6249,1.8622,95.5371,22.3481,11.6664,3.6898,1.8824,8.5659,2.2974,3.1664,2.7563,0.142,0.8946,4.2466,3.346,4.7202,2.5679,1.0363,1.6258,1.6449,0,-1.668,0,189.4062,144.8642,17.1623,228.6075,0.0509
229027,"The University of Texas at San Antonio",0,0,23.6533,1.5663,118.912,22.9006,17.8978,1.5814,2.4903,11.609,3.6052,4.7205,1.3707,0.5698,0.4065,3.4729,10.8996,2.322,2.1013,0.3099,2.4591,4.9757,0,-3.5725,0,234.2515,349.3262,25.3571,254.1281,0.0601
229115,"Texas Tech University",0,0,64.5702,7.8292,334.5949,27.8403,69.2478,0,6.8981,26.7119,8.3679,14.7305,8.5126,0,0.5103,43.3311,29.6817,0,4.5457,0.5156,3.4536,14.0344,2.7508,1.1701,1.0631,670.36,278.8842,108.4728,713.1621,0.0995
230728,"Utah State University",643515,0,28.9837,2.5594,164.6238,25.9367,19.6846,1.5067,2.4971,12.6717,5.2653,3.9487,2.5891,0,0.0864,24.3834,3.6559,8.2367,1.7304,2.1896,2.8463,9.4408,2.8851,-1.5281,0.815,327.7195,361.2401,80.7451,756.1246,0.0756
230764,"University of Utah",0,0,84.6991,7.0211,396.859,49.366,59.7296,4.2255,8.9005,28.3073,16.6313,11.3644,10.2656,1.6199,1.887,30.6778,5.4568,8.0787,4.9508,0.6356,5.7858,49.7058,5.3814,17.2547,2.1691,810.9726,389.8133,719.4716,1625.9154,0.1262
232982,"Old Dominion University",0,0,27.3408,2.4279,168.1534,36.0138,24.3361,0,2.9985,12.8514,7.3204,5.2724,2.9584,0.0116,0.349,16.2287,18.2001,0,1.4327,1.5142,0.0791,8.8183,0,-3.4166,0,332.8902,134.8782,51.0816,53.159,0.0932
233921,"Virginia Polytechnic Institute and State University",0,0,103.5873,6.9336,497.8046,75.9671,72.7958,2.6077,8.4507,26.2496,13.1473,24.9352,5.0642,0,2.5423,31.5529,79.9546,0,6.4708,0.3241,8.4454,16.9315,9.4796,26.0483,2.3647,1021.6575,604.2398,380.4824,2032.4265,0.1243
234076,"University of Virginia-Main Campus",0,0,77.4751,5.9051,372.6274,66.0777,62.9582,2.3722,6.0653,24.7092,7.5086,17.0319,1.6968,0.4993,0.5105,33.6313,32.0967,0,5.4933,0.3485,4.2502,20.2073,2.7926,-1.2035,0.9976,744.0513,420.4205,589.8106,1528.7856,0.1272
236939,"Washington State University",0,0,36.0329,4.7559,207.8638,30.3725,37.3641,3.0972,3.5768,11.6284,6.0875,5.6982,5.6952,0.7873,0.5896,25.9635,5.6243,0.8702,2.3597,6.0288,3.1357,13.0399,4.1298,-24.3923,1.0261,391.3354,394.2891,100.0053,621.0579,0.113
236948,"University of Washington-Seattle Campus",0,0,81.9192,9.8388,479.637,51.0186,82.8185,1.4091,6.6189,25.911,19.5539,32.7252,16.1689,0.3722,2.5689,57.7589,30.2484,0,5.0161,0.458,7.4755,38.6114,7.3964,18.2006,1.7492,977.4745,588.8533,633.9781,3371.4454,0.1005
237525,"Marshall University",0,0,22.237,2.4182,135.4127,30.2931,18.5153,0.3064,2.615,14.7996,3.9515,5.2869,3.7708,0.5276,0.6152,3.1709,5.4813,4.5393,3.9386,1.604,0.1035,7.2551,3.3056,-5.1415,0.6777,265.6838,178.6521,7.3637,73.1222,0.1781
238032,"West Virginia University",0,0,97.7277,9.2136,545.7443,68.2483,97.3367,0,9.1955,44.4808,18.2605,28.4756,4.2894,5.4497,0.8801,66.9492,20.4702,0,6.0831,0.6735,14.8899,45.6929,6.6845,64.6587,0.7431,1156.1472,479.2944,373.5002,779.7934,0.0668
240444,"University of Wisconsin-Madison",0,0,108.8565,17.1212,780.9879,89.7153,173.1127,1.9725,6.3832,46.1025,14.963,26.7823,17.8011,6.7227,0.9536,58.4591,115.0231,15.4688,12.3539,0.375,7.9032,45.1764,9.4566,11.3064,6.2853,1573.2821,499.276,1679.3529,5490.4357,0.0503
240727,"University of Wyoming",223510,0.1345,24.8777,4.0813,126.0681,19.927,21.955,0,2.6013,8.0166,2.8075,3.9389,14.272,0,0.2256,1.3192,3.9637,1.5553,2.6082,1.608,3.1017,5.888,1.9162,5.586,0.6152,257.7222,105.0049,99.2396,252.9695,0.1248
243780,"Purdue University-Main Campus",121672,0.6881,172.5407,14.0627,912.7933,110.4108,177.5554,20.7046,13.9988,54.721,18.4561,25.8092,21.9212,0,2.6045,92.7953,84.3936,0,10.5356,1.3456,22.7658,46.0914,17.6296,75.9111,2.5965,1901.4977,910.331,820.6965,2914.6957,0.2478
